Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-05-01),Price Override,Watchlist,Date Added,Notes
Singles,Pokemon,Ancient Origins,Lugia EX,68,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,9.98,0,false,2026-05-01,
Singles,Pokemon,Ascended Heroes,Mega Gengar ex,284/217,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,"1,492.76",0,false,2026-05-01,
Singles,Pokemon,Ascended Heroes,Team Rocket's Mimikyu,238/217,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,30.57,0,false,2026-05-01,
Singles,Pokemon,Ascended Heroes,Team Rocket's Transceiver,263/217,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,1.97,0,false,2026-05-01,
Singles,Pokemon,Battle Partners,Articuno (JP),102/100,Art Rare,Holofoil,Ungraded,Near Mint,0,1,8.46,0,false,2026-05-01,
Singles,Pokemon,Battle Partners,Salamence ex (JP),129/100,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,23.67,0,false,2026-05-01,
Singles,Pokemon,Battle Partners,Swinub (JP),106/100,Art Rare,Holofoil,Ungraded,Near Mint,0,1,2.71,0,false,2026-05-01,
Singles,Pokemon,Battle Partners,Wailord (JP),103/100,Art Rare,Holofoil,Ungraded,Near Mint,0,1,4.98,0,false,2026-05-01,
Singles,Pokemon,Battle Styles,Tyranitar V (Full Art),154/163,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,10.48,0,false,2026-05-01,
Singles,Pokemon,Black Bolt,Kyurem ex,165/086,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,67.88,0,false,2026-05-01,
Singles,Pokemon,Brilliant Stars,Arceus VSTAR (Secret),184/172,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,17.07,0,false,2026-05-01,
Singles,Pokemon,Brilliant Stars,Charizard VSTAR (Secret),174/172,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,78.33,0,false,2026-05-01,
Singles,Pokemon,Brilliant Stars Trainer Gallery,Ariados,TG09/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,2.15,0,false,2026-05-01,
Singles,Pokemon,Brilliant Stars Trainer Gallery,Jolteon,TG04/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,15.45,0,false,2026-05-01,
Singles,Pokemon,Celebrations: Classic Collection,M Rayquaza EX,76/108,Classic Collection,Holofoil,Ungraded,Near Mint,0,1,44.48,0,false,2026-05-01,
Singles,Pokemon,Crown Zenith: Galarian Gallery,Absol,GG16/GG70,Holo Rare,Holofoil,Ungraded,Near Mint,0.0000,1,7.03,0,false,2026-05-01,
Singles,Pokemon,Crown Zenith: Galarian Gallery,Entei V,GG36/GG70,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,60.02,0,false,2026-05-01,
Singles,Pokemon,Crown Zenith: Galarian Gallery,Giratina VSTAR (Secret),GG69/GG70,Secret Rare,Holofoil,Ungraded,Near Mint,0.0000,1,246.31,0,false,2026-05-01,
Singles,Pokemon,Crown Zenith: Galarian Gallery,Hisuian Samurott V,GG51/GG70,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,15.96,0,false,2026-05-01,
Singles,Pokemon,Crown Zenith: Galarian Gallery,Kricketune,GG02/GG70,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,4.97,0,false,2026-05-01,
Singles,Pokemon,Crown Zenith: Galarian Gallery,Latias,GG20/GG70,Holo Rare,Holofoil,Ungraded,Near Mint,0.0000,1,17.28,0,false,2026-05-01,
Singles,Pokemon,Crown Zenith: Galarian Gallery,Pikachu,GG30/GG70,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,52.56,0,false,2026-05-01,
Singles,Pokemon,Crown Zenith: Galarian Gallery,Turtwig,GG31/GG70,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,11.21,0,false,2026-05-01,
Singles,Pokemon,Evolving Skies,Inteleon (Secret),227/203,Secret Rare,Holofoil,Ungraded,Near Mint,0.0000,1,8.58,0,false,2026-05-01,
Singles,Pokemon,Fusion Strike,Elesa's Sparkle (Secret),275/264,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,5.88,0,false,2026-05-01,
Singles,Pokemon,Lost Origin,Gallade V (Full Art),181/196,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.33,0,false,2026-05-01,
Singles,Pokemon,Lost Origin,Kyurem VMAX (Secret),197/196,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,9.5,0,false,2026-05-01,
Singles,Pokemon,Lost Origin Trainer Gallery,Hisuian Arcanine,TG08/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,4.72,0,false,2026-05-01,
Singles,Pokemon,Mega Evolution,Delibird,152/132,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,2.26,0,false,2026-05-01,
Singles,Pokemon,Mega Evolution,Mega Absol ex,161/132,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,5.1,0,false,2026-05-01,
Singles,Pokemon,Mega Evolution,Mega Latias ex,181/132,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,83.97,0,false,2026-05-01,
Singles,Pokemon,Mega Evolution,Rare Candy,175/132,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,4.59,0,false,2026-05-01,
Singles,Pokemon,Mega Evolution,Wally's Compassion,186/132,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,23.1,0,false,2026-05-01,
Singles,Pokemon,Miscellaneous Cards & Products,Flareon ex - 014/131 (Prismatic Evolutions Stamp),014/131,Promo,Holofoil,Ungraded,Near Mint,0,1,6.4,0,false,2026-05-01,
Singles,Pokemon,Obsidian Flames,Charizard ex,223/197,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,2,103.5,0,false,2026-05-01,
Singles,Pokemon,Obsidian Flames,Houndour,204/197,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,9.16,0,false,2026-05-01,
Singles,Pokemon,Obsidian Flames,Larvitar,203/197,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,8.34,0,false,2026-05-01,
Singles,Pokemon,Paldea Evolved,Basic Grass Energy,278/193,Hyper Rare,Holofoil,Ungraded,Near Mint,0,1,11.76,0,false,2026-05-01,
Singles,Pokemon,Paldea Evolved,Dedenne ex,239/193,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,15.93,0,false,2026-05-01,
Singles,Pokemon,Paldea Evolved,Iono,269/193,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,57.22,0,false,2026-05-01,
Singles,Pokemon,Paldea Evolved,Marill,204/193,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,55.56,0,false,2026-05-01,
Singles,Pokemon,Paldea Evolved,Tyranitar,222/193,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,80.12,0,false,2026-05-01,
Singles,Pokemon,Paldean Fates,Wugtrio,224/091,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,2.21,0,false,2026-05-01,
Singles,Pokemon,Paradox Rift,Cyclizar,215/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,6.03,0,false,2026-05-01,
Singles,Pokemon,Paradox Rift,Porygon-Z,214/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,11.91,0,false,2026-05-01,
Singles,Pokemon,Paradox Rift,Roaring Moon ex,251/182,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,40.68,0,false,2026-05-01,
Singles,Pokemon,Paradox Rift,Roaring Moon ex,262/182,Hyper Rare,Holofoil,Ungraded,Near Mint,0.0000,1,6.98,0,false,2026-05-01,
Singles,Pokemon,Phantasmal Flames,Ambipom,107/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0,2,1.86,0,false,2026-05-01,
